Sensors,Lat,Long,Cluster
RWS01_MONIBAS_0101hrl0197ra,52.338050000000003,4.862940000000000,South
RWS01_MONIBAS_0101hrl0197rb,52.338050000000003,4.862940000000000,South
RWS01_MONIBAS_0101hrl0199ra,52.337840000000000,4.859050000000000,South
RWS01_MONIBAS_0101hrl0205ra,52.337429999999998,4.851290000000000,South
RWS01_MONIBAS_0101hrl0208ra,52.337190000000000,4.846540000000000,West
RWS01_MONIBAS_0101hrl0212ra,52.338610000000003,4.841570000000000,West
RWS01_MONIBAS_0101hrl0214ra,52.341279999999998,4.840930000000000,West
RWS01_MONIBAS_0101hrl0218ra,52.344439999999999,4.840880000000000,West
RWS01_MONIBAS_0101hrl0218rb,52.344439999999999,4.840880000000000,West
RWS01_MONIBAS_0101hrl0221ra,52.346910000000001,4.840880000000000,West
RWS01_MONIBAS_0101hrl0221rb,52.346910000000001,4.840880000000000,West
RWS01_MONIBAS_0101hrl0222ra,52.348250000000000,4.841150000000000,West
RWS01_MONIBAS_0101hrl0222rb,52.348250000000000,4.841150000000000,West
RWS01_MONIBAS_0101hrl0225ra,52.350859999999997,4.842260000000000,West
RWS01_MONIBAS_0101hrl0228ra,52.353510000000000,4.842480000000000,West
RWS01_MONIBAS_0101hrl0233ra,52.358029999999999,4.842380000000000,West
RWS01_MONIBAS_0101hrl0239ra,52.362929999999999,4.842210000000000,West
RWS01_MONIBAS_0101hrl0242ra,52.365710000000000,4.842130000000000,West
RWS01_MONIBAS_0101hrl0247ra,52.370440000000002,4.842020000000000,West
RWS01_MONIBAS_0101hrl0253ra,52.375850000000000,4.843090000000000,West
RWS01_MONIBAS_0101hrl0257ra,52.379370000000002,4.844470000000000,West
RWS01_MONIBAS_0101hrl0261ra,52.383150000000001,4.844550000000000,West
RWS01_MONIBAS_0101hrl0267ra,52.388060000000003,4.844290000000000,West
RWS01_MONIBAS_0101hrl0271ra,52.392189999999999,4.843990000000000,North
RWS01_MONIBAS_0101hrl0277ra,52.397109999999998,4.844670000000000,North
RWS01_MONIBAS_0101hrl0281ra,52.400140000000000,4.847640000000000,North
RWS01_MONIBAS_0101hrl0285ra,52.403120000000001,4.851300000000000,North
RWS01_MONIBAS_0101hrl0285rb,52.403120000000001,4.851300000000000,North
RWS01_MONIBAS_0101hrl0287ra,52.404690000000002,4.853220000000000,North
RWS01_MONIBAS_0101hrl0290ra,52.406559999999999,4.855840000000000,North
RWS01_MONIBAS_0101hrl0293ra,52.408909999999999,4.858780000000000,North
RWS01_MONIBAS_0101hrl0296ra,52.411079999999998,4.861060000000000,North
RWS01_MONIBAS_0101hrl0297ra,52.412329999999997,4.862250000000000,North
RWS01_MONIBAS_0101hrl0299ra,52.413310000000003,4.863170000000000,North
RWS01_MONIBAS_0101hrl0300ra,52.414619999999999,4.864370000000000,North
RWS01_MONIBAS_0101hrl0300rb,52.413939999999997,4.863740000000000,North
RWS01_MONIBAS_0101hrl0302ra,52.415840000000003,4.865530000000000,North
RWS01_MONIBAS_0101hrl0304ra,52.417099999999998,4.866780000000000,North
RWS01_MONIBAS_0101hrl0307ra,52.419420000000002,4.869010000000000,North
RWS01_MONIBAS_0101hrl0308ra,52.420610000000003,4.870440000000000,North
RWS01_MONIBAS_0101hrl0312ra,52.422800000000002,4.874920000000000,North
RWS01_MONIBAS_0101hrl0314ra,52.423409999999997,4.877310000000000,North
RWS01_MONIBAS_0101hrl0319ra,52.424909999999997,4.885060000000000,North
RWS01_MONIBAS_0101hrl0326ra,52.424819999999997,4.894730000000000,North
RWS01_MONIBAS_0101hrl0326rb,52.424819999999997,4.894730000000000,North
RWS01_MONIBAS_0101hrl0330ra,52.423859999999998,4.899660000000000,North
RWS01_MONIBAS_0101hrr0019ra,52.418689999999998,4.911720000000000,North
RWS01_MONIBAS_0101hrr0025ra,52.415860000000002,4.919240000000000,North
RWS01_MONIBAS_0101hrr0032ra,52.412230000000001,4.926990000000000,North
RWS01_MONIBAS_0101hrr0037ra,52.409399999999998,4.932630000000000,North
RWS01_MONIBAS_0101hrr0042ra,52.407299999999999,4.939090000000000,North
RWS01_MONIBAS_0101hrr0045ra,52.406059999999997,4.943490000000000,North
RWS01_MONIBAS_0101hrr0051ra,52.403039999999997,4.951130000000000,North
RWS01_MONIBAS_0101hrr0057ra,52.399250000000002,4.957600000000000,North
RWS01_MONIBAS_0101hrr0063ra,52.394820000000003,4.962590000000000,East
RWS01_MONIBAS_0101hrr0067ra,52.391449999999999,4.965460000000000,East
RWS01_MONIBAS_0101hrr0069ra,52.390070000000001,4.966670000000000,East
RWS01_MONIBAS_0101hrr0072ra,52.388089999999998,4.968350000000000,East
RWS01_MONIBAS_0101hrr0074ra,52.386090000000003,4.969990000000000,East
RWS01_MONIBAS_0101hrr0078ra,52.383270000000003,4.971880000000000,East
RWS01_MONIBAS_0101hrr0080ra,52.381349999999998,4.972760000000000,East
RWS01_MONIBAS_0101hrr0085ra,52.377099999999999,4.973900000000000,East
RWS01_MONIBAS_0101hrr0086ra,52.376210000000000,4.974000000000000,East
RWS01_MONIBAS_0101hrr0087ra,52.374769999999998,4.974050000000000,East
RWS01_MONIBAS_0101hrr0088ra,52.373600000000003,4.974010000000000,East
RWS01_MONIBAS_0101hrr0090ra,52.372439999999997,4.973850000000000,East
RWS01_MONIBAS_0101hrr0092ra,52.370829999999998,4.973430000000000,East
RWS01_MONIBAS_0101hrr0093ra,52.369320000000002,4.972920000000000,East
RWS01_MONIBAS_0101hrr0097ra,52.365819999999999,4.971220000000000,East
